"","Category","dbID","siteID","SiteName","SubTitle","Lat","Lon","Desc","Sview","Sviewlat","Sviewlong","Heading","Zoom","Pitch","top","mapzoom","sponsor","Categ","ImageN","Image1","Image2","Image3","Image4"
"413","Rocks and Minerals","384","S101","UTSC's Marble Boulder","Left Behind by an Ancient Ice Sheet","43.784098",-79.187927,"Glacial <a href=""/def/erratics"">Erratics</a> are large boulders moved south by successive <a href=""/def/ice_sheets"">Ice sheets</a> (e.g., Sites <a href=""/C32"">C32</a>, <a href=""/C45"">C45</a>, <a href=""/S105"">S105</a>, <a href=""/S115"">S115</a>).  The last <a href=""/def/ice_sheet"">Ice sheet</a> covered Toronto from about 23,000 to 12,000 years ago and was 1 kilometres thick and carried many thousands of <a href=""/def/erratics"">Erratics</a> in its base.  In Southern Ontario <a href=""/def/erratics"">Erratics</a> are typically derived from the Canadian <a href=""/def/shield"">Shield</a> and most commonly made of hard crystalline rocks such as banded grey-coloured <a href=""/def/gneisses"">Gneisses</a> or pink <a href=""/def/granite"">Granite</a>. They are common within glacial sediments such as<a href=""/def/_till ""> Till </a>(Site <a href=""/S59"">S59</a>). The prettiest ones are those composed of white <a href=""/def/marble"">Marble</a> which is a surprisingly common rock type across the eastern part of the <a href=""/def/shield"">Shield</a> (Sites <a href=""/E2"">E2</a>, <a href=""/E16"">E16</a>, <a href=""/E43"">E43</a>, and <a href=""/E44"">E44</a>). A superb example of a large <a href=""/def/marble"">Marble</a> <a href=""/def/erratic"">Erratic</a> can be seen on the campus of the University of Toronto at Scarborough. It was uncovered during excavations and donated to the University in the 1980's. Scarborough campus has many other examples of <a href=""/def/erratics"">Erratics</a> but none so pretty as the <a href=""/def/marble"">Marble</a> boulder. Look out for the many parallel scratches (<a href=""/def/striations"">Striations</a>) left on its surface by ice flowing over it and its streamlined shape. These are hallmarks of <a href=""/def/erratics"">Erratics</a> overrun by <a href=""/def/ice_sheets"">Ice sheets</a> and scratched by<a href=""/def/_debris ""> Debris </a>being carried by the ice (See <a href=""/S42"">S42</a>). The most likely source of the boulder is nearly 200 kilometres northeast of Scarborough near Petroglyphs Provincial Park (Site <a href=""/C47"">C47</a>) where indigenous people carved symbols (petroglyphs) onto <a href=""/def/marble"">Marble</a> <a href=""/def/bedrock"">Bedrock</a>.","n",NA,NA,NA,NA,NA,"n",17,"b",5,NA,"sitePictures/s101a.png","sitePictures/s101b.png","sitePictures/s101c.png","sitePictures/s101d.png"
"414","Historic","385","S102","War of 1812 Memorial","Victoria Memorial Square","43.642741",-79.400121,"Toronto (then known as York) was attacked in April 1813 during the war against the United States of America (Sites <a href=""/S32"">S32</a>, <a href=""/S38"">S38</a>, <a href=""/S39"">S39</a>). A large explosion during the British retreat from Fort York, blew large boulders over invading American troops, killing their commander; Zebulon Pike. The unidentified, old and wistful soldier on the War of 1812 memorial in Victoria Memorial Square commemorates the fallen.","y",43.642999,-79.400457,145.24,1,-1.83,"n",17,"",3,NA,"sitePictures/s102a.png","sitePictures/s102b.png","sitePictures/s102c.png","sitePictures/s102d.png"
"415","Historic","386","S103","Sir Adam Beck","Power to the People","43.650502",-79.386464,"Sir Adam Beck was a politician and a pioneer to hydroelectricity having founded the Hydro-Electric Power Commission of Ontario. He was firmly opposed to the power grid run by privately owned companies, feeling them as inadequate to serve the publics' needs. He was knighted in 1914 for his work in electricity and power transmission across southern Ontario. In 1950, the Queeston Chippewa Power Station was renamed to the Sir Adam Beck Power Station (Site <a href=""/S50"">S50</a>) paying homage to this Canadian power house. The bronze statue stepping out of the white <a href=""/def/granite"">Granite</a> was designed by artist Emmanuel Hahn to capture Beck's commanding figure. The cascading water basin beneath him complements his ideas to harness water. ","y",43.65083,-79.386585,156.99,1,-3.34,"n",17,"",3,NA,"sitePictures/s103a.png","sitePictures/s103b.png","sitePictures/s103c.png","sitePictures/s103d.png"
"416","Historic","387","S104","Campsite Founding","To the Founders of Toronto","43.644875",-79.386858,"To commemorate the 200th anniversary of Toronto, artists Brad Golden and Lynne Eichenberg made 'Camp Site Founding' as a space of ""contemplation"" for the actions of Governor John Graves Simcoe and Elizabeth Simcoe. The memorial features detailed laser-etched artifacts, legacies and the cartography of an early Toronto. The canopy represents the canvas campaign tent purchased from the iconic Captain James Cook which housed the Simcoes for 4 years while the bronze board-room style table embellishes the legislature of Simcoe. Next to the memorial lies a pyramid cairn made of <a href=""/def/dolostone"">Dolostone</a> from the Niagara <a href=""/def/escarpment"">Escarpment</a> (Site <a href=""/S36"">S36</a>) and another public art piece 'Mountains"" (Site <a href=""/S106"">S106</a>). A statue of Simcoe can be found to the west of the Provincial Legislature building (<a href=""/S82"">S82</a>).","y",43.644487,-79.386396,335.58,0,-2.2,"n",17,"",3,NA,"sitePictures/s104a.png","sitePictures/s104b.png","sitePictures/s104c.png","sitePictures/s104d.png"
"417","Historic","388","S105","Christie Erratic Boulder","","43.664189",-79.420976,"The Christie <a href=""/def/gneiss"">Gneiss</a> <a href=""/def/erratic"">Erratic</a> (See Sites <a href=""/C32"">C32</a>, <a href=""/C45"">C45</a>, <a href=""/S115"">S115</a>) spent the last 12,000 years of its life near Kawartha Lake (Site <a href=""/C44"">C44</a>) before it was moved to a new home in Toronto by artist Maura Doyle. It weighs 10 tons and is a billion years old, a common age for northern <a href=""/def/shield"">Shield</a> rock.  Smoothed, yet visibly scarred, this is one of many <a href=""/def/erratic"">Erratic</a> boulders in southern Ontario that took the rough journey with advancing and retreating <a href=""/def/ice_sheets"">Ice sheets</a>.","n",NA,NA,NA,NA,NA,"n",17,"",3,NA,"sitePictures/s105a.png","sitePictures/s105b.png","sitePictures/s105c.png","sitePictures/s105d.png"
"418","Earth History","389","S106","Mountain building in Toronto","","43.644879",-79.386988,"Simcoe Park features not only Campsite Founding(Site <a href=""/S104"">S104</a>) but a mountain range; an untitled sculpture by famous contemporary artist Anish Kapoor. The towering spires were sought to invoke both a metaphor and a paradox to the concrete jungle of Toronto. Ironically, a billion years ago, southern Ontario was home to the Grenville mountains, which would have dwarfed todays Himalayan mountains (Site <a href=""/C4"">C4</a> and <a href=""/C8"">C8</a>). Upon close inspection, you'll notice the hard rimmed edges of topographically layered stainless steel, building mountains step by step.","y",43.644333,-79.38697,4.19,2,0.14,"n",17,"",1,NA,"sitePictures/s106a.png","sitePictures/s106b.png","sitePictures/s106c.png","sitePictures/s106d.png"
"419","Historic","390","S107","The Chinese Railway Workers' Memorial","","43.641782",-79.391993,"Canada's past contains a dark history of slavery that built this nation. In the mid 1800's the west exploited thousands of Asian workers as a source of cheap labor to build the Canadian Pacific Railway. It proved to be quite a feat of engineering having to blast and weave through hundreds of kilometres of mountainous terrain. The grand nature of the work is meant to be overwhelming and not to be ignored, commanding viewers to walk around the trestle and embrace the hazards these workers experienced during the build. The Memorial contains 3 split boulders of <a href=""/def/limestone"">Limestone</a> actually collected from the old train route in the Rocky Mountains and craned in through the railway below. Each boulder contains simple Chinese apothegm of wisdom. ","y",43.641645,-79.391871,349.91,0,-14.75,"n",16,"",3,NA,"sitePictures/s107a.png","sitePictures/s107b.png","sitePictures/s107c.png","sitePictures/s107d.png"
"420","Historic","391","S108","Union Station","","43.645551",-79.380826,"Union Station has been Toronto's central transport terminal since its opening in 1927. It is currently Canada's largest and busiest Railway Station serving a quarter of a million people daily and remains one of the country's finest examples of 'Beaux-Arts-style' architecture.  The exterior front Façade is Indiana and Queenston <a href=""/def/limestone"">Limestone</a> while the front Front Roman Tuscan Columns made from Bedford <a href=""/def/limestone"">Limestone</a>. Interior walls are faced with Zumbro stone from Missouri, and the floors are constructed of Tennessee <a href=""/def/marble"">Marble</a> laid in a herringbone pattern. Union station is presently undergoing a massive revitalization program.","y",43.645551,-79.380826,172.86,0,-23.21,"n",17,"",3,NA,"sitePictures/s108a.png","sitePictures/s108b.png","sitePictures/s108c.png","sitePictures/s108d.png"
"421","Nature","392","S109","Witness to History","The old growth Forest at Niagara-on-the-Lake","43.244054",-79.062177,"Ontario was once covered by enormous forests but so-called 'old growth' forests that show little evidence of human interference are rare nowadays. Centuries old 'dwarf'  cedars still survive at Mazinaw Lake clinging to the big cliff there (Site <a href=""/E7"">E7</a>) and at several  spots along the Niagara <a href=""/def/escarpment"">Escarpment</a> such as at Rattlesnake Point (<a href=""/S22"">S22</a>).  If you want to walk in an old growth area one of the most accessible is just south of Fort George in Niagara-on-the-Lake. This is a superb grove of what is called oak-savannah with some oaks as old as 275 years! Some of these trees were standing when the Americans invaded at Queenston close by in 1813 (<a href=""/S32"">S32</a>).  There are several other small but significant areas of old growth forest in southern Ontario (<a href=""/S110"">S110</a> , <a href=""/S111"">S111</a>,  <a href=""/S112"">S112</a> and <a href=""/W39"">W39</a>) .","y",NA,NA,155.88,0,-22.11,"n",15,"",4,NA,"sitePictures/s109a.png","sitePictures/s109b.png","sitePictures/s109c.png","sitePictures/s109d.png"
"422","Nature","393","S110","Rouge Valley Park","","43.81451",-79.153372,"This is Canada's latest 'urban' national park just east of Metro Zoo. It embraces the Rouge and Little Rouge Creeks both deeply cut into thick glacial deposits like at Seaton to the north (<a href=""/S5"">S5</a>). The deep valleys afford lots of opportunities in winter and summer to get off the beaten track;  their narrow ravine -like form is the product of <a href=""/def/erosion"">Erosion</a> following the drainage of glacial Lake Iroquois about 12,000 years ago (<a href=""/S91"">S91</a>).  The 'tablelands' between the two rivers easily accessible from the car park on Twyn Rivers Drive or from Highway 2 to the south have a thick cover of old growth forest. A rare <a href=""/def/outcrop"">Outcrop</a> of Whitby <a href=""/def/shale"">Shale</a> (<a href=""/S4"">S4</a>) and possibly-earthquake-related faults (<a href=""/S3"">S3</a>) are exposed in the park. ","y",NA,NA,195.74,0,-4.96,"n",14,"",4,NA,"sitePictures/s110a.png","sitePictures/s110b.png","sitePictures/s110c.png","sitePictures/s110d.png"
"423","Nature","394","S111","Cootes Paradise","","43.265923",-79.908014,"This is a large wetland and lagoon lying to the west of the old glacial Lake Iroquois<a href=""/def/_spit ""> Spit </a>at Burlington Height (<a href=""/S25"">S25</a>). It has several hiking trails that wander among remnants of old growth forest such as the Chegwin Trail. During the 19th century the Desjardins Canal was dug through the Heights into Cootes Paradise to connect the town of Dundas with Lake Ontario. ","y",NA,NA,34.02,0,-11.25,"n",13,"",4,NA,"sitePictures/s111a.png","sitePictures/s111b.png","sitePictures/s111c.png","sitePictures/s111d.png"
"424","Nature","395","S112","Sugar Granddaddy","The Oldest Maple Tree in Southern Ontario?","43.059117",-79.345263,"The so-called Comfort Maple in the Comfort Maple Conservation Area in North Pelham is a giant 500 years old sugar maple tree (Acer saccharum) that still stands despite its great age.","n",NA,NA,NA,NA,NA,"n",16,"",4,NA,"sitePictures/s112a.png","sitePictures/s112b.png","sitePictures/s112c.png","sitePictures/s112d.png"
"425","Nature","396","S113","High Park","","43.649301",-79.46016,"Grenadier Pond in High Park may seem like an artificial lake given its urban setting near downtown Toronto but it is actually a lagoon similar to Frenchman's Bay (<a href=""/S1"">S1</a>) and Cootes Paradise (<a href=""/S111"">S111</a>) cut off from Lake Ontario by a<a href=""/def/_spit ""> Spit </a>now followed by the Queen Elizabeth Highway. It contains remnants of old growth forest with some big 200 year old black oak trees best seen along Park Drive. ","y",NA,NA,216.65,0,-14.08,"n",14,"",4,NA,"sitePictures/s113a.png","sitePictures/s113b.png","sitePictures/s113c.png","sitePictures/s113d.png"
"426","Nature","397","S114","Elevated Wetlands","Living Sculptures","43.702573",-79.333878,"The 'Elevated Wetlands' by Noel Harding are sculptures made entirely of recycled plastics that house interesting hydroponic systems that not only supports the plants inside, but cleans the water in the Don River. The solar panels power a watering system that pumps from the river itself, which is utilized by the plants and 'filtered' of toxins. This process is known as 'Phytoremediation' and demonstrates the importance of preserving wetlands in our environment.","y",43.702335,-79.33338,313.96,0,-9.05,"n",17,"",4,NA,"sitePictures/s114a.png","sitePictures/s114b.png","sitePictures/s114c.png","sitePictures/s114d.png"
"427","Rocks and Minerals","398","S115","Little Norway Park","Well Travelled","43.635328",-79.39848,"Little Norway Park commemorates the Norwegian training base built at this park in World War II. The three ton boulder that sits center on the flower<a href=""/def/_bed ""> Bed </a>is a <a href=""/def/precambrian"">Precambrian</a> glacial <a href=""/def/erratic"">Erratic</a> (See Sites <a href=""/C32"">C32</a>, <a href=""/C45"">C45</a>, <a href=""/S105"">S105</a>) that was shipped all the way from Norway and unveiled by Crown Prince Harald in 1976. What is ironic is this boulder is from a part of Norway that a billion years ago formed part of the Canadian <a href=""/def/shield"">Shield</a> found right here in Ontario. Thus it has returned home; a billion year homecoming journey. One can visit the actual site of the base near Muskoka Lake (Site <a href=""/C98"">C98</a>)","y",43.635553,-79.398212,228.97,1,-4.41,"n",16,"",5,NA,"sitePictures/s115a.png","sitePictures/s115b.png","sitePictures/s115c.png","sitePictures/s115d.png"
